city,data,PM10,PM2.5,O3,NO2
Bioggio,15.01.2007 00:00,48.0,,,45.0
Bioggio,15.02.2007 00:00,53.0,,,52.0
Bioggio,15.03.2007 00:00,33.0,,,36.0
Bioggio,15.04.2007 01:00,43.0,,96.0,40.0
Bioggio,15.05.2007 01:00,23.0,,81.0,26.0
Bioggio,15.06.2007 01:00,22.0,,64.0,22.0
Bioggio,15.07.2007 01:00,24.0,,144.0,32.0
Bioggio,15.08.2007 01:00,20.0,,72.0,25.0
Bioggio,15.09.2007 01:00,25.0,,23.0,32.0
Bioggio,15.10.2007 01:00,39.0,,,32.0
Bioggio,15.11.2007 00:00,37.0,,,40.0
Bioggio,15.12.2007 00:00,53.0,,,56.0
Bioggio,15.01.2008 00:00,47.0,,,56.0
Bioggio,15.02.2008 00:00,74.0,,,60.0
Bioggio,15.03.2008 00:00,26.0,,,33.0
Bioggio,15.04.2008 01:00,17.0,,30.0,29.0
Bioggio,15.05.2008 01:00,21.0,,63.0,26.0
Bioggio,15.06.2008 01:00,21.0,,100.0,22.0
Bioggio,15.07.2008 01:00,20.0,,114.0,26.0
Bioggio,15.08.2008 01:00,20.0,,95.0,25.0
Bioggio,15.09.2008 01:00,24.0,,3.0,30.0
Bioggio,15.10.2008 01:00,37.0,,,37.0
Bioggio,15.11.2008 00:00,28.0,,,36.0
Bioggio,15.12.2008 00:00,34.0,,,51.0
Bioggio,15.01.2009 00:00,47.0,,,58.0
Bioggio,15.02.2009 00:00,38.0,,,47.0
Bioggio,15.03.2009 00:00,28.0,,,35.0
Bioggio,15.04.2009 01:00,22.0,,17.0,33.0
Bioggio,15.05.2009 01:00,25.0,,117.0,27.0
Bioggio,15.06.2009 01:00,20.0,,117.0,
Bioggio,15.07.2009 01:00,20.0,,140.0,29.0
Bioggio,15.08.2009 01:00,21.0,,88.0,25.0
Bioggio,15.09.2009 01:00,23.0,,29.0,30.0
Bioggio,15.10.2009 01:00,30.0,,1.0,37.0
Bioggio,15.11.2009 00:00,41.0,,,41.0
Bioggio,15.12.2009 00:00,36.0,,,53.0
Bioggio,15.01.2010 00:00,55.0,,,57.0
Bioggio,15.02.2010 00:00,42.0,,,50.0
Bioggio,15.03.2010 00:00,29.0,,,36.0
Bioggio,15.04.2010 01:00,25.0,,67.0,34.0
Bioggio,15.05.2010 01:00,16.0,,43.0,21.0
Bioggio,15.06.2010 01:00,21.0,,125.0,22.0
Bioggio,15.07.2010 01:00,24.0,,192.0,25.0
Bioggio,15.08.2010 01:00,18.0,,54.0,25.0
Bioggio,15.09.2010 01:00,19.0,,32.0,33.0
Bioggio,15.10.2010 01:00,33.0,,,36.0
Bioggio,15.11.2010 00:00,22.0,,,34.0
Bioggio,15.12.2010 00:00,32.0,,,52.0
Bioggio,15.01.2011 00:00,52.0,,,54.0
Bioggio,15.02.2011 00:00,57.0,,,56.0
Bioggio,15.03.2011 00:00,36.0,,6.0,41.0
Bioggio,15.04.2011 01:00,30.0,,84.0,37.0
Bioggio,15.05.2011 01:00,24.0,,143.0,31.0
Bioggio,15.06.2011 01:00,18.0,,67.0,24.0
Bioggio,15.07.2011 01:00,17.0,,80.0,24.0
Bioggio,15.08.2011 01:00,22.0,,110.0,30.0
Bioggio,15.09.2011 01:00,26.0,,74.0,35.0
Bioggio,15.10.2011 01:00,31.0,,19.0,38.0
Bioggio,15.11.2011 00:00,41.0,,,49.0
Bioggio,15.12.2011 00:00,36.0,,,50.0
Bioggio,15.01.2012 00:00,44.0,,,54.0
Bioggio,15.02.2012 00:00,62.0,,,62.0
Bioggio,15.03.2012 00:00,44.0,,1.0,43.0
Bioggio,15.04.2012 01:00,18.0,,7.0,25.0
Bioggio,15.05.2012 01:00,19.0,,51.0,23.0
Bioggio,15.06.2012 01:00,24.0,,64.0,23.0
Bioggio,15.07.2012 01:00,23.0,,92.0,24.0
Bioggio,15.08.2012 01:00,23.0,,146.0,25.0
Bioggio,15.09.2012 01:00,22.0,,33.0,31.0
Bioggio,15.10.2012 01:00,29.0,,,33.0
Bioggio,15.11.2012 00:00,30.0,,,40.0
Bioggio,15.12.2012 00:00,33.0,,,56.0
Bioggio,15.01.2013 00:00,45.0,,,53.0
Bioggio,15.02.2013 00:00,39.0,,,47.0
Bioggio,15.03.2013 00:00,32.0,,,37.0
Bioggio,15.04.2013 01:00,24.0,,62.0,30.0
Bioggio,15.05.2013 01:00,15.0,,20.0,20.0
Bioggio,15.06.2013 01:00,20.0,,127.0,21.0
Bioggio,15.07.2013 01:00,23.0,,256.0,26.0
Bioggio,15.08.2013 01:00,17.0,,147.0,26.0
Bioggio,15.09.2013 01:00,20.0,,47.0,33.0
Bioggio,15.10.2013 01:00,26.0,,,30.0
Bioggio,15.11.2013 00:00,21.0,,,37.0
Bioggio,15.12.2013 00:00,33.0,,,61.0
Bioggio,15.01.2014 00:00,27.0,,,51.0
Bioggio,15.02.2014 00:00,20.0,,,43.0
Bioggio,15.03.2014 00:00,31.0,,18.0,37.0
Bioggio,15.04.2014 01:00,25.0,,37.0,31.0
Bioggio,15.05.2014 01:00,16.0,,76.0,24.0
Bioggio,15.06.2014 01:00,18.0,,151.0,22.0
Bioggio,15.07.2014 01:00,17.0,,84.0,25.0
Bioggio,15.08.2014 01:00,16.0,,27.0,22.0
Bioggio,15.09.2014 01:00,23.0,,25.0,30.0
Bioggio,15.10.2014 01:00,29.0,,,31.0
Bioggio,15.11.2014 00:00,21.0,,,37.0
Bioggio,15.12.2014 00:00,26.0,,,41.0
Bioggio,15.01.2015 00:00,31.0,,,51.0
Bioggio,15.02.2015 00:00,33.0,,,48.0
Bioggio,15.03.2015 00:00,37.0,,,36.0
Bioggio,15.04.2015 01:00,24.0,,75.0,30.0
Bioggio,15.05.2015 01:00,20.0,,75.0,21.0
Bioggio,15.06.2015 01:00,22.0,,162.0,22.0
Bioggio,15.07.2015 01:00,29.0,,296.0,24.0
Bioggio,15.08.2015 01:00,22.0,,150.0,25.0
Bioggio,15.09.2015 01:00,18.0,,10.0,28.0
Bioggio,15.10.2015 01:00,23.0,,,31.0
Bioggio,15.11.2015 00:00,34.0,,,47.0
Bioggio,15.12.2015 00:00,45.0,,,59.0
Bioggio,15.01.2016 00:00,39.0,,,49.0
Bioggio,15.02.2016 00:00,27.0,,,38.0
Bioggio,15.03.2016 00:00,23.0,,4.0,37.0
Bioggio,15.04.2016 01:00,23.0,,12.0,25.0
Bioggio,15.05.2016 01:00,15.0,,85.0,25.0
Bioggio,15.06.2016 01:00,16.0,,82.0,20.0
Bioggio,15.07.2016 01:00,21.0,,156.0,21.0
Bioggio,15.08.2016 01:00,19.0,,129.0,24.0
Bioggio,15.09.2016 01:00,25.0,,69.0,31.0
Bioggio,15.10.2016 01:00,21.0,,,31.0
Bioggio,15.11.2016 00:00,28.0,21.0,,37.0
Bioggio,15.12.2016 00:00,38.0,27.0,,52.0
Bioggio,15.01.2017 00:00,53.0,39.0,,50.0
Bioggio,15.02.2017 00:00,39.0,31.0,,41.0
Bioggio,15.03.2017 00:00,35.0,24.0,17.0,35.0
Bioggio,15.04.2017 01:00,20.0,12.0,58.0,27.0
Bodio,15.01.2007 00:00,43.0,,,38.0
Bodio,15.02.2007 00:00,44.0,,,38.0
Bodio,15.03.2007 00:00,24.0,,8.0,
Bodio,15.04.2007 01:00,34.0,,159.0,31.0
Bodio,15.05.2007 01:00,22.0,,64.0,21.0
Bodio,15.06.2007 01:00,20.0,,36.0,20.0
Bodio,15.07.2007 01:00,22.0,,106.0,25.0
Bodio,15.08.2007 01:00,20.0,,29.0,25.0
Bodio,15.09.2007 01:00,21.0,,2.0,27.0
Bodio,15.10.2007 01:00,32.0,,,30.0
Bodio,15.11.2007 00:00,34.0,,,35.0
Bodio,15.12.2007 00:00,43.0,,,42.0
Bodio,15.01.2008 00:00,44.0,,,54.0
Bodio,15.02.2008 00:00,51.0,,,55.0
Bodio,15.03.2008 00:00,20.0,,1.0,26.0
Bodio,15.04.2008 01:00,17.0,,16.0,26.0
Bodio,15.05.2008 01:00,23.0,,69.0,23.0
Bodio,15.06.2008 01:00,22.0,,56.0,19.0
Bodio,15.07.2008 01:00,19.0,,50.0,22.0
Bodio,15.08.2008 01:00,19.0,,33.0,23.0
Bodio,15.09.2008 01:00,23.0,,,26.0
Bodio,15.10.2008 01:00,33.0,,,31.0
Bodio,15.11.2008 00:00,25.0,,,31.0
Bodio,15.12.2008 00:00,28.0,,,41.0
Bodio,15.01.2009 00:00,36.0,,,49.0
Bodio,15.02.2009 00:00,26.0,,,38.0
Bodio,15.03.2009 00:00,16.0,,,23.0
Bodio,15.04.2009 01:00,17.0,,40.0,25.0
Bodio,15.05.2009 01:00,20.0,,84.0,20.0
Bodio,15.06.2009 01:00,16.0,,79.0,16.0
Bodio,15.07.2009 01:00,20.0,,68.0,22.0
Bodio,15.08.2009 01:00,20.0,,26.0,25.0
Bodio,15.09.2009 01:00,23.0,,,29.0
Bodio,15.10.2009 01:00,25.0,,,28.0
Bodio,15.11.2009 00:00,34.0,,,28.0
Bodio,15.12.2009 00:00,29.0,,,44.0
Bodio,15.01.2010 00:00,34.0,,,49.0
Bodio,15.02.2010 00:00,33.0,,,44.0
Bodio,15.03.2010 00:00,22.0,,,31.0
Bodio,15.04.2010 01:00,20.0,,51.0,30.0
Bodio,15.05.2010 01:00,14.0,,31.0,20.0
Bodio,15.06.2010 01:00,19.0,,84.0,19.0
Bodio,15.07.2010 01:00,21.0,,134.0,19.0
Bodio,15.08.2010 01:00,18.0,,26.0,21.0
Bodio,15.09.2010 01:00,20.0,,9.0,26.0
Bodio,15.10.2010 01:00,28.0,,,31.0
Bodio,15.11.2010 00:00,27.0,,,32.0
Bodio,15.12.2010 00:00,31.0,,,41.0
Bodio,15.01.2011 00:00,38.0,,,41.0
Bodio,15.02.2011 00:00,41.0,,,47.0
Bodio,15.03.2011 00:00,29.0,,,41.0
Bodio,15.04.2011 01:00,22.0,,85.0,26.0
Bodio,15.05.2011 01:00,19.0,,88.0,23.0
Bodio,15.06.2011 01:00,16.0,,31.0,20.0
Bodio,15.07.2011 01:00,16.0,,24.0,21.0
Bodio,15.08.2011 01:00,20.0,,27.0,30.0
Bodio,15.09.2011 01:00,24.0,,,32.0
Bodio,15.10.2011 01:00,24.0,,,32.0
Bodio,15.11.2011 00:00,33.0,,,40.0
Bodio,15.12.2011 00:00,23.0,,,36.0
Bodio,15.01.2012 00:00,28.0,,,41.0
Bodio,15.02.2012 00:00,36.0,,,48.0
Bodio,15.03.2012 00:00,25.0,,1.0,36.0
Bodio,15.04.2012 01:00,15.0,,13.0,27.0
Bodio,15.05.2012 01:00,16.0,,60.0,23.0
Bodio,15.06.2012 01:00,17.0,,83.0,22.0
Bodio,15.07.2012 01:00,20.0,,43.0,22.0
Bodio,15.08.2012 01:00,19.0,,42.0,27.0
Bodio,15.09.2012 01:00,19.0,,,29.0
Bodio,15.10.2012 01:00,25.0,,,30.0
Bodio,15.11.2012 00:00,25.0,,,40.0
Bodio,15.12.2012 00:00,25.0,,,41.0
Bodio,15.01.2013 00:00,31.0,,,44.0
Bodio,15.02.2013 00:00,23.0,,,39.0
Bodio,15.03.2013 00:00,21.0,,,36.0
Bodio,15.04.2013 01:00,17.0,,24.0,31.0
Bodio,15.05.2013 01:00,13.0,,13.0,19.0
Bodio,15.06.2013 01:00,16.0,,71.0,17.0
Bodio,15.07.2013 01:00,19.0,,152.0,24.0
Bodio,15.08.2013 01:00,15.0,,55.0,25.0
Bodio,15.09.2013 01:00,17.0,,13.0,31.0
Bodio,15.10.2013 01:00,20.0,,,27.0
Bodio,15.11.2013 00:00,24.0,,,31.0
Bodio,15.12.2013 00:00,35.0,,,49.0
Bodio,15.01.2014 00:00,28.0,,,47.0
Bodio,15.02.2014 00:00,21.0,,,46.0
Bodio,15.03.2014 00:00,20.0,,,33.0
Bodio,15.04.2014 01:00,18.0,,22.0,23.0
Bodio,15.05.2014 01:00,14.0,,37.0,17.0
Bodio,15.06.2014 01:00,16.0,,56.0,15.0
Bodio,15.07.2014 01:00,14.0,,32.0,21.0
Bodio,15.08.2014 01:00,14.0,,,21.0
Bodio,15.09.2014 01:00,17.0,,,25.0
Bodio,15.10.2014 01:00,21.0,,,27.0
Bodio,15.11.2014 00:00,23.0,,,36.0
Bodio,15.12.2014 00:00,26.0,,,35.0
Bodio,15.01.2015 00:00,26.0,,,42.0
Bodio,15.02.2015 00:00,26.0,,,44.0
Bodio,15.03.2015 00:00,22.0,,,34.0
Bodio,15.04.2015 01:00,16.0,,43.0,23.0
Bodio,15.05.2015 01:00,15.0,,56.0,19.0
Bodio,15.06.2015 01:00,17.0,,78.0,20.0
Bodio,15.07.2015 01:00,23.0,,193.0,21.0
Bodio,15.08.2015 01:00,17.0,,73.0,25.0
Bodio,15.09.2015 01:00,15.0,,,26.0
Bodio,15.10.2015 01:00,21.0,,,32.0
Bodio,15.11.2015 00:00,34.0,,,41.0
Bodio,15.12.2015 00:00,35.0,,,47.0
Bodio,15.01.2016 00:00,29.0,,,37.0
Bodio,15.02.2016 00:00,20.0,,,33.0
Bodio,15.03.2016 00:00,16.0,,2.0,30.0
Bodio,15.04.2016 01:00,16.0,,6.0,23.0
Bodio,15.05.2016 01:00,12.0,,62.0,20.0
Bodio,15.06.2016 01:00,12.0,6.0,33.0,16.0
Bodio,15.07.2016 01:00,17.0,9.0,42.0,21.0
Bodio,15.08.2016 01:00,13.0,7.0,21.0,23.0
Bodio,15.09.2016 01:00,18.0,10.0,13.0,27.0
Bodio,15.10.2016 01:00,18.0,10.0,,32.0
Bodio,15.11.2016 00:00,25.0,16.0,,36.0
Bodio,15.12.2016 00:00,34.0,21.0,,46.0
Bodio,15.01.2017 00:00,40.0,29.0,,46.0
Bodio,15.02.2017 00:00,29.0,21.0,,40.0
Bodio,15.03.2017 00:00,18.0,10.0,4.0,31.0
Bodio,15.04.2017 01:00,12.0,7.0,18.0,19.0
Bione s. Minusio,15.01.2007 00:00,,,,20.0
Bione s. Minusio,15.02.2007 00:00,,,,24.0
Bione s. Minusio,15.03.2007 00:00,,,58.0,12.0
Bione s. Minusio,15.04.2007 01:00,,,64.0,11.0
Bione s. Minusio,15.05.2007 01:00,,,23.0,7.0
Bione s. Minusio,15.06.2007 01:00,,,29.0,6.0
Bione s. Minusio,15.07.2007 01:00,,,111.0,7.0
Bione s. Minusio,15.08.2007 01:00,,,36.0,7.0
Bione s. Minusio,15.09.2007 01:00,,,32.0,10.0
Bione s. Minusio,15.10.2007 01:00,,,,15.0
Bione s. Minusio,15.11.2007 00:00,,,,18.0
Bione s. Minusio,15.12.2007 00:00,,,,19.0
Bione s. Minusio,15.01.2008 00:00,,,,20.0
Bione s. Minusio,15.02.2008 00:00,,,,27.0
Bione s. Minusio,15.03.2008 00:00,,,,14.0
Bione s. Minusio,15.04.2008 01:00,,,,12.0
Bione s. Minusio,15.05.2008 01:00,,,,9.0
Bione s. Minusio,15.06.2008 01:00,,,115.0,8.0
Bione s. Minusio,15.07.2008 01:00,,,108.0,8.0
Bione s. Minusio,15.08.2008 01:00,,,77.0,7.0
Bione s. Minusio,15.09.2008 01:00,,,,9.0
Bione s. Minusio,15.10.2008 01:00,,,2.0,
Bione s. Minusio,15.11.2008 00:00,,,,12.0
Bione s. Minusio,15.12.2008 00:00,12.0,,,16.0
Bione s. Minusio,15.01.2009 00:00,17.0,,,20.0
Bione s. Minusio,15.02.2009 00:00,14.0,,,14.0
Bione s. Minusio,15.03.2009 00:00,13.0,,16.0,10.0
Bione s. Minusio,15.04.2009 01:00,14.0,,48.0,9.0
Bione s. Minusio,15.05.2009 01:00,17.0,,124.0,7.0
Bione s. Minusio,15.06.2009 01:00,12.0,,123.0,6.0
Bione s. Minusio,15.07.2009 01:00,14.0,,141.0,7.0
Bione s. Minusio,15.08.2009 01:00,16.0,,89.0,6.0
Bione s. Minusio,15.09.2009 01:00,16.0,,34.0,8.0
Bione s. Minusio,15.10.2009 01:00,15.0,,2.0,11.0
Bione s. Minusio,15.11.2009 00:00,20.0,,,19.0
Bione s. Minusio,15.12.2009 00:00,12.0,,,14.0
Bione s. Minusio,15.01.2010 00:00,24.0,,,24.0
Bione s. Minusio,15.02.2010 00:00,19.0,,,19.0
Bione s. Minusio,15.03.2010 00:00,16.0,,,13.0
Bione s. Minusio,15.04.2010 01:00,15.0,,114.0,9.0
Bione s. Minusio,15.05.2010 01:00,11.0,,51.0,7.0
Bione s. Minusio,15.06.2010 01:00,16.0,,144.0,7.0
Bione s. Minusio,15.07.2010 01:00,18.0,,226.0,7.0
Bione s. Minusio,15.08.2010 01:00,13.0,,67.0,6.0
Bione s. Minusio,15.09.2010 01:00,11.0,,46.0,8.0
Bione s. Minusio,15.10.2010 01:00,17.0,,,12.0
Bione s. Minusio,15.11.2010 00:00,11.0,,,15.0
Bione s. Minusio,15.12.2010 00:00,10.0,,,15.0
Bione s. Minusio,15.01.2011 00:00,21.0,,,23.0
Bione s. Minusio,15.02.2011 00:00,24.0,,,20.0
Bione s. Minusio,15.03.2011 00:00,16.0,,27.0,16.0
Bione s. Minusio,15.04.2011 01:00,18.0,,156.0,11.0
Bione s. Minusio,15.05.2011 01:00,15.0,,172.0,9.0
Bione s. Minusio,15.06.2011 01:00,13.0,,72.0,6.0
Bione s. Minusio,15.07.2011 01:00,12.0,,74.0,7.0
Bione s. Minusio,15.08.2011 01:00,18.0,,113.0,7.0
Bione s. Minusio,15.09.2011 01:00,17.0,,74.0,8.0
Bione s. Minusio,15.10.2011 01:00,17.0,,19.0,11.0
Bione s. Minusio,15.11.2011 00:00,16.0,,,15.0
Bione s. Minusio,15.12.2011 00:00,12.0,,,17.0
Bione s. Minusio,15.01.2012 00:00,16.0,,,17.0
Bione s. Minusio,15.02.2012 00:00,28.0,,,19.0
Bione s. Minusio,15.03.2012 00:00,20.0,,33.0,12.0
Bione s. Minusio,15.04.2012 01:00,11.0,,21.0,12.0
Bione s. Minusio,15.05.2012 01:00,12.0,,119.0,9.0
Bione s. Minusio,15.06.2012 01:00,17.0,,128.0,8.0
Bione s. Minusio,15.07.2012 01:00,17.0,,124.0,8.0
Bione s. Minusio,15.08.2012 01:00,16.0,,150.0,8.0
Bione s. Minusio,15.09.2012 01:00,14.0,,63.0,9.0
Bione s. Minusio,15.10.2012 01:00,18.0,,,12.0
Bione s. Minusio,15.11.2012 00:00,13.0,,,15.0
Bione s. Minusio,15.12.2012 00:00,11.0,,,14.0
Bione s. Minusio,15.01.2013 00:00,18.0,,,17.0
Bione s. Minusio,15.02.2013 00:00,16.0,,,16.0
Bione s. Minusio,15.03.2013 00:00,18.0,,1.0,15.0
Bione s. Minusio,15.04.2013 01:00,16.0,,83.0,12.0
Bione s. Minusio,15.05.2013 01:00,12.0,,23.0,7.0
Bione s. Minusio,15.06.2013 01:00,15.0,,117.0,7.0
Bione s. Minusio,15.07.2013 01:00,18.0,,232.0,8.0
Bione s. Minusio,15.08.2013 01:00,13.0,,144.0,7.0
Bione s. Minusio,15.09.2013 01:00,13.0,,59.0,8.0
Bione s. Minusio,15.10.2013 01:00,17.0,,,12.0
Bione s. Minusio,15.11.2013 00:00,12.0,,,13.0
Bione s. Minusio,15.12.2013 00:00,9.0,,,15.0
Bione s. Minusio,15.01.2014 00:00,9.0,,,13.0
Bione s. Minusio,15.02.2014 00:00,9.0,,,14.0
Bione s. Minusio,15.03.2014 00:00,17.0,,39.0,11.0
Bione s. Minusio,15.04.2014 01:00,16.0,,48.0,9.0
Bione s. Minusio,15.05.2014 01:00,11.0,,71.0,7.0
Bione s. Minusio,15.06.2014 01:00,14.0,,139.0,7.0
Bione s. Minusio,15.07.2014 01:00,12.0,,67.0,7.0
Bione s. Minusio,15.08.2014 01:00,12.0,,9.0,6.0
Bione s. Minusio,15.09.2014 01:00,13.0,,18.0,8.0
Bione s. Minusio,15.10.2014 01:00,15.0,,,10.0
Bione s. Minusio,15.11.2014 00:00,10.0,,,13.0
Bione s. Minusio,15.12.2014 00:00,11.0,,,13.0
Bione s. Minusio,15.01.2015 00:00,11.0,,,14.0
Bione s. Minusio,15.02.2015 00:00,15.0,,,16.0
Bione s. Minusio,15.03.2015 00:00,19.0,,4.0,13.0
Bione s. Minusio,15.04.2015 01:00,12.0,,104.0,9.0
Bione s. Minusio,15.05.2015 01:00,12.0,,100.0,7.0
Bione s. Minusio,15.06.2015 01:00,14.0,,155.0,7.0
Bione s. Minusio,15.07.2015 01:00,20.0,,293.0,8.0
Bione s. Minusio,15.08.2015 01:00,14.0,,142.0,7.0
Bione s. Minusio,15.09.2015 01:00,12.0,,2.0,8.0
Bione s. Minusio,15.10.2015 01:00,13.0,,,10.0
Bione s. Minusio,15.11.2015 00:00,13.0,,,16.0
Bione s. Minusio,15.12.2015 00:00,16.0,,,19.0
Bione s. Minusio,15.01.2016 00:00,16.0,,,17.0
Bione s. Minusio,15.02.2016 00:00,14.0,,,16.0
Bione s. Minusio,15.03.2016 00:00,11.0,,13.0,10.0
Bione s. Minusio,15.04.2016 01:00,14.0,,13.0,8.0
Bione s. Minusio,15.05.2016 01:00,9.0,,77.0,6.0
Bione s. Minusio,15.06.2016 01:00,10.0,,81.0,5.0
Bione s. Minusio,15.07.2016 01:00,14.0,,141.0,6.0
Bione s. Minusio,15.08.2016 01:00,11.0,,133.0,6.0
Bione s. Minusio,15.09.2016 01:00,15.0,,83.0,7.0
Bione s. Minusio,15.10.2016 01:00,11.0,,,9.0
Bione s. Minusio,15.11.2016 00:00,14.0,,,15.0
Bione s. Minusio,15.12.2016 00:00,14.0,,,15.0
Bione s. Minusio,15.01.2017 00:00,24.0,,,21.0
Bione s. Minusio,15.02.2017 00:00,18.0,,,18.0
Bione s. Minusio,15.03.2017 00:00,15.0,,19.0,10.0
Bione s. Minusio,15.04.2017 01:00,11.0,,54.0,6.0
Camignolo,15.01.2007 00:00,35.0,22.0,,58.0
Camignolo,15.02.2007 00:00,42.0,28.0,,
Camignolo,15.03.2007 00:00,26.0,17.0,2.0,55.0
Camignolo,15.04.2007 01:00,37.0,23.0,51.0,73.0
Camignolo,15.05.2007 01:00,21.0,11.0,23.0,55.0
Camignolo,15.06.2007 01:00,20.0,13.0,3.0,52.0
Camignolo,15.07.2007 01:00,22.0,12.0,28.0,70.0
Camignolo,15.08.2007 01:00,19.0,11.0,10.0,60.0
Camignolo,15.09.2007 01:00,20.0,12.0,1.0,61.0
Camignolo,15.10.2007 01:00,31.0,18.0,,57.0
Camignolo,15.11.2007 00:00,25.0,15.0,,55.0
