city,data,PM10,PM2.5,O3,NO2
Camignolo,15.12.2007 00:00,33.0,21.0,,67.0
Camignolo,15.01.2008 00:00,36.0,22.0,,70.0
Camignolo,15.02.2008 00:00,53.0,35.0,,77.0
Camignolo,15.03.2008 00:00,21.0,13.0,,49.0
Camignolo,15.04.2008 01:00,16.0,9.0,,48.0
Camignolo,15.05.2008 01:00,22.0,13.0,,53.0
Camignolo,15.06.2008 01:00,23.0,14.0,,46.0
Camignolo,15.07.2008 01:00,20.0,12.0,,56.0
Camignolo,15.08.2008 01:00,20.0,,,57.0
Camignolo,15.09.2008 01:00,24.0,,,53.0
Camignolo,15.10.2008 01:00,,,,55.0
Camignolo,15.11.2008 00:00,,,,48.0
Camignolo,15.12.2008 00:00,,,,51.0
Camignolo,15.01.2009 00:00,,,,69.0
Camignolo,15.02.2009 00:00,,,,56.0
Camignolo,15.03.2009 00:00,,,,48.0
Camignolo,15.04.2009 01:00,,,,57.0
Camignolo,15.05.2009 01:00,,,,53.0
Camignolo,15.06.2009 01:00,,,,52.0
Camignolo,15.07.2009 01:00,,,,62.0
Camignolo,15.08.2009 01:00,,,,62.0
Camignolo,15.09.2009 01:00,,,,60.0
Camignolo,15.10.2009 01:00,,,,58.0
Camignolo,15.11.2009 00:00,,,,59.0
Camignolo,15.12.2009 00:00,,,,63.0
Camignolo,15.01.2010 00:00,,,,69.0
Camignolo,15.02.2010 00:00,,,,65.0
Camignolo,15.03.2010 00:00,,,,57.0
Camignolo,15.04.2010 01:00,,,,63.0
Camignolo,15.05.2010 01:00,,,,47.0
Camignolo,15.06.2010 01:00,,,,49.0
Camignolo,15.07.2010 01:00,,,,55.0
Camignolo,15.08.2010 01:00,,,,54.0
Camignolo,15.09.2010 01:00,,,,57.0
Camignolo,15.10.2010 01:00,,,,61.0
Camignolo,15.11.2010 00:00,,,,52.0
Camignolo,15.12.2010 00:00,,,,61.0
Camignolo,15.01.2011 00:00,,,,73.0
Camignolo,15.02.2011 00:00,,,,75.0
Camignolo,15.03.2011 00:00,,,,66.0
Camignolo,15.04.2011 01:00,,,,61.0
Camignolo,15.05.2011 01:00,,,22.0,56.0
Camignolo,15.06.2011 01:00,,,,52.0
Camignolo,15.07.2011 01:00,,,,52.0
Camignolo,15.08.2011 01:00,,,,62.0
Camignolo,15.09.2011 01:00,,,,65.0
Camignolo,15.10.2011 01:00,,,,59.0
Camignolo,15.11.2011 00:00,,,,72.0
Camignolo,15.12.2011 00:00,,,,60.0
Camignolo,15.01.2012 00:00,,,,64.0
Camignolo,15.02.2012 00:00,,,,73.0
Camignolo,15.03.2012 00:00,,,,63.0
Camignolo,15.04.2012 01:00,,,,57.0
Camignolo,15.05.2012 01:00,,,,52.0
Camignolo,15.06.2012 01:00,,,,53.0
Camignolo,15.07.2012 01:00,,,,54.0
Camignolo,15.08.2012 01:00,,,,56.0
Camignolo,15.09.2012 01:00,,,,57.0
Camignolo,15.10.2012 01:00,,,,52.0
Camignolo,15.11.2012 00:00,,,,60.0
Camignolo,15.12.2012 00:00,,,,65.0
Camignolo,15.01.2013 00:00,,,,66.0
Camignolo,15.02.2013 00:00,,,,64.0
Camignolo,15.03.2013 00:00,,,,60.0
Camignolo,15.04.2013 01:00,,,,61.0
Camignolo,15.05.2013 01:00,,,,46.0
Camignolo,15.06.2013 01:00,,,,44.0
Camignolo,15.07.2013 01:00,,,,49.0
Camignolo,15.08.2013 01:00,,,,55.0
Camignolo,15.09.2013 01:00,,,,60.0
Camignolo,15.10.2013 01:00,,,,51.0
Camignolo,15.11.2013 00:00,,,,48.0
Camignolo,15.12.2013 00:00,,,,74.0
Camignolo,15.01.2014 00:00,,,,67.0
Camignolo,15.02.2014 00:00,,,,60.0
Camignolo,15.03.2014 00:00,,,,55.0
Camignolo,15.04.2014 01:00,,,,52.0
Camignolo,15.05.2014 01:00,,,,46.0
Camignolo,15.06.2014 01:00,,,,47.0
Camignolo,15.07.2014 01:00,,,,52.0
Camignolo,15.08.2014 01:00,,,,52.0
Camignolo,15.09.2014 01:00,,,,55.0
Camignolo,15.10.2014 01:00,,,,55.0
Camignolo,15.11.2014 00:00,,,,57.0
Camignolo,15.12.2014 00:00,,,,56.0
Camignolo,15.01.2015 00:00,,,,63.0
Camignolo,15.02.2015 00:00,,,,63.0
Camignolo,15.03.2015 00:00,,,,56.0
Camignolo,15.04.2015 01:00,,,,52.0
Camignolo,15.05.2015 01:00,,,,46.0
Camignolo,15.06.2015 01:00,,,,51.0
Camignolo,15.07.2015 01:00,,,,56.0
Camignolo,15.08.2015 01:00,,,,56.0
Camignolo,15.09.2015 01:00,,,,52.0
Camignolo,15.10.2015 01:00,,,,55.0
Camignolo,15.11.2015 00:00,,,,66.0
Camignolo,15.12.2015 00:00,,,,80.0
Camignolo,15.01.2016 00:00,,,,59.0
Camignolo,15.02.2016 00:00,,,,51.0
Camignolo,15.03.2016 00:00,,,,51.0
Camignolo,15.04.2016 01:00,,,,47.0
Camignolo,15.05.2016 01:00,,,,49.0
Camignolo,15.06.2016 01:00,,,,45.0
Camignolo,15.07.2016 01:00,,,,46.0
Camignolo,15.08.2016 01:00,,,,49.0
Camignolo,15.09.2016 01:00,,,,52.0
Camignolo,15.10.2016 01:00,,,,52.0
Camignolo,15.11.2016 00:00,,,,53.0
Camignolo,15.12.2016 00:00,,,,73.0
Camignolo,15.01.2017 00:00,,,,68.0
Camignolo,15.02.2017 00:00,,,,61.0
Camignolo,15.03.2017 00:00,,,,52.0
Camignolo,15.04.2017 01:00,,,,48.0
Chiasso,15.01.2007 00:00,65.0,,,60.0
Chiasso,15.02.2007 00:00,66.0,,,66.0
Chiasso,15.03.2007 00:00,39.0,,,56.0
Chiasso,15.04.2007 01:00,41.0,,150.0,
Chiasso,15.05.2007 01:00,24.0,,93.0,31.0
Chiasso,15.06.2007 01:00,24.0,,113.0,27.0
Chiasso,15.07.2007 01:00,23.0,,224.0,31.0
Chiasso,15.08.2007 01:00,20.0,,95.0,26.0
Chiasso,15.09.2007 01:00,23.0,,38.0,37.0
Chiasso,15.10.2007 01:00,38.0,,,44.0
Chiasso,15.11.2007 00:00,43.0,,,54.0
Chiasso,15.12.2007 00:00,71.0,,,63.0
Chiasso,15.01.2008 00:00,54.0,,,60.0
Chiasso,15.02.2008 00:00,82.0,,,67.0
Chiasso,15.03.2008 00:00,28.0,,2.0,45.0
Chiasso,15.04.2008 01:00,19.0,,7.0,41.0
Chiasso,15.05.2008 01:00,22.0,,56.0,33.0
Chiasso,15.06.2008 01:00,24.0,,111.0,31.0
Chiasso,15.07.2008 01:00,22.0,,128.0,28.0
Chiasso,15.08.2008 01:00,22.0,,115.0,25.0
Chiasso,15.09.2008 01:00,25.0,,11.0,35.0
Chiasso,15.10.2008 01:00,45.0,,,44.0
Chiasso,15.11.2008 00:00,33.0,,,42.0
Chiasso,15.12.2008 00:00,39.0,,,55.0
Chiasso,15.01.2009 00:00,61.0,,,65.0
Chiasso,15.02.2009 00:00,44.0,,,54.0
Chiasso,15.03.2009 00:00,33.0,,,44.0
Chiasso,15.04.2009 01:00,23.0,,8.0,37.0
Chiasso,15.05.2009 01:00,26.0,,151.0,28.0
Chiasso,15.06.2009 01:00,21.0,,164.0,23.0
Chiasso,15.07.2009 01:00,23.0,,210.0,24.0
Chiasso,15.08.2009 01:00,21.0,,204.0,24.0
Chiasso,15.09.2009 01:00,25.0,,59.0,37.0
Chiasso,15.10.2009 01:00,34.0,,3.0,41.0
Chiasso,15.11.2009 00:00,47.0,,,45.0
Chiasso,15.12.2009 00:00,45.0,,,59.0
Chiasso,15.01.2010 00:00,66.0,,,62.0
Chiasso,15.02.2010 00:00,48.0,,,63.0
Chiasso,15.03.2010 00:00,35.0,,,47.0
Chiasso,15.04.2010 01:00,25.0,,42.0,41.0
Chiasso,15.05.2010 01:00,18.0,,47.0,28.0
Chiasso,15.06.2010 01:00,22.0,,127.0,25.0
Chiasso,15.07.2010 01:00,25.0,,236.0,22.0
Chiasso,15.08.2010 01:00,19.0,,83.0,24.0
Chiasso,15.09.2010 01:00,21.0,,31.0,35.0
Chiasso,15.10.2010 01:00,37.0,,,39.0
Chiasso,15.11.2010 00:00,29.0,,,44.0
Chiasso,15.12.2010 00:00,39.0,,,59.0
Chiasso,15.01.2011 00:00,67.0,,,66.0
Chiasso,15.02.2011 00:00,70.0,,,66.0
Chiasso,15.03.2011 00:00,36.0,,4.0,48.0
Chiasso,15.04.2011 01:00,29.0,,78.0,38.0
Chiasso,15.05.2011 01:00,23.0,,138.0,30.0
Chiasso,15.06.2011 01:00,19.0,,75.0,27.0
Chiasso,15.07.2011 01:00,18.0,,107.0,22.0
Chiasso,15.08.2011 01:00,22.0,,175.0,26.0
Chiasso,15.09.2011 01:00,27.0,,86.0,40.0
Chiasso,15.10.2011 01:00,34.0,,18.0,42.0
Chiasso,15.11.2011 00:00,60.0,,,59.0
Chiasso,15.12.2011 00:00,50.0,,,63.0
Chiasso,15.01.2012 00:00,57.0,,,65.0
Chiasso,15.02.2012 00:00,70.0,,,72.0
Chiasso,15.03.2012 00:00,46.0,,8.0,55.0
Chiasso,15.04.2012 01:00,18.0,,10.0,34.0
Chiasso,15.05.2012 01:00,19.0,,96.0,28.0
Chiasso,15.06.2012 01:00,24.0,,125.0,24.0
Chiasso,15.07.2012 01:00,24.0,,141.0,24.0
Chiasso,15.08.2012 01:00,24.0,,202.0,28.0
Chiasso,15.09.2012 01:00,24.0,,38.0,36.0
Chiasso,15.10.2012 01:00,33.0,,,42.0
Chiasso,15.11.2012 00:00,36.0,,,49.0
Chiasso,15.12.2012 00:00,40.0,,,58.0
Chiasso,15.01.2013 00:00,50.0,,,59.0
Chiasso,15.02.2013 00:00,43.0,,,61.0
Chiasso,15.03.2013 00:00,32.0,,,49.0
Chiasso,15.04.2013 01:00,26.0,,23.0,41.0
Chiasso,15.05.2013 01:00,16.0,,,28.0
Chiasso,15.06.2013 01:00,20.0,,136.0,25.0
Chiasso,15.07.2013 01:00,24.0,,260.0,26.0
Chiasso,15.08.2013 01:00,19.0,,169.0,27.0
Chiasso,15.09.2013 01:00,22.0,,51.0,35.0
Chiasso,15.10.2013 01:00,30.0,,,34.0
Chiasso,15.11.2013 00:00,31.0,,,43.0
Chiasso,15.12.2013 00:00,49.0,,,60.0
Chiasso,15.01.2014 00:00,35.0,,,52.0
Chiasso,15.02.2014 00:00,23.0,,,50.0
Chiasso,15.03.2014 00:00,38.0,,6.0,46.0
Chiasso,15.04.2014 01:00,25.0,,22.0,36.0
Chiasso,15.05.2014 01:00,17.0,,54.0,25.0
Chiasso,15.06.2014 01:00,20.0,,138.0,24.0
Chiasso,15.07.2014 01:00,15.0,,87.0,25.0
Chiasso,15.08.2014 01:00,16.0,,26.0,22.0
Chiasso,15.09.2014 01:00,22.0,,23.0,31.0
Chiasso,15.10.2014 01:00,30.0,,,36.0
Chiasso,15.11.2014 00:00,28.0,,,39.0
Chiasso,15.12.2014 00:00,33.0,,,45.0
Chiasso,15.01.2015 00:00,36.0,,,53.0
Chiasso,15.02.2015 00:00,40.0,,,58.0
Chiasso,15.03.2015 00:00,37.0,,,45.0
Chiasso,15.04.2015 01:00,22.0,,37.0,36.0
Chiasso,15.05.2015 01:00,19.0,,72.0,25.0
Chiasso,15.06.2015 01:00,21.0,,197.0,22.0
Chiasso,15.07.2015 01:00,28.0,,309.0,23.0
Chiasso,15.08.2015 01:00,23.0,,174.0,22.0
Chiasso,15.09.2015 01:00,18.0,,2.0,29.0
Chiasso,15.10.2015 01:00,28.0,,,34.0
Chiasso,15.11.2015 00:00,46.0,,,51.0
Chiasso,15.12.2015 00:00,68.0,,,62.0
Chiasso,15.01.2016 00:00,39.0,,,55.0
Chiasso,15.02.2016 00:00,22.0,,,47.0
Chiasso,15.03.2016 00:00,19.0,,,39.0
Chiasso,15.04.2016 01:00,19.0,,5.0,29.0
Chiasso,15.05.2016 01:00,11.0,,64.0,25.0
Chiasso,15.06.2016 01:00,12.0,,103.0,20.0
Chiasso,15.07.2016 01:00,15.0,,173.0,19.0
Chiasso,15.08.2016 01:00,13.0,,140.0,19.0
Chiasso,15.09.2016 01:00,20.0,,77.0,28.0
Chiasso,15.10.2016 01:00,19.0,,,31.0
Chiasso,15.11.2016 00:00,29.0,25.0,,46.0
Chiasso,15.12.2016 00:00,44.0,39.0,,59.0
Chiasso,15.01.2017 00:00,52.0,45.0,,62.0
Chiasso,15.02.2017 00:00,43.0,39.0,,55.0
Chiasso,15.03.2017 00:00,32.0,25.0,10.0,45.0
Chiasso,15.04.2017 01:00,18.0,13.0,51.0,30.0
Giubiasco,15.01.2007 00:00,,,,
Giubiasco,15.02.2007 00:00,,,,
Giubiasco,15.03.2007 00:00,,,,
Giubiasco,15.04.2007 01:00,,,,
Giubiasco,15.05.2007 01:00,,,,
Giubiasco,15.06.2007 01:00,,,,
Giubiasco,15.07.2007 01:00,,,,
Giubiasco,15.08.2007 01:00,,,,
Giubiasco,15.09.2007 01:00,,,,
Giubiasco,15.10.2007 01:00,,,,
Giubiasco,15.11.2007 00:00,,,,
Giubiasco,15.12.2007 00:00,,,,
Giubiasco,15.01.2008 00:00,,,,
Giubiasco,15.02.2008 00:00,,,,
Giubiasco,15.03.2008 00:00,,,,
Giubiasco,15.04.2008 01:00,,,,
Giubiasco,15.05.2008 01:00,,,,
Giubiasco,15.06.2008 01:00,,,,
Giubiasco,15.07.2008 01:00,,,,
Giubiasco,15.08.2008 01:00,,,,
Giubiasco,15.09.2008 01:00,,,,
Giubiasco,15.10.2008 01:00,,,,
Giubiasco,15.11.2008 00:00,,,,
Giubiasco,15.12.2008 00:00,,,,42.0
Giubiasco,15.01.2009 00:00,,,,50.0
Giubiasco,15.02.2009 00:00,,,,38.0
Giubiasco,15.03.2009 00:00,,,5.0,25.0
Giubiasco,15.04.2009 01:00,,,33.0,25.0
Giubiasco,15.05.2009 01:00,30.0,,94.0,18.0
Giubiasco,15.06.2009 01:00,21.0,,95.0,16.0
Giubiasco,15.07.2009 01:00,24.0,,109.0,19.0
Giubiasco,15.08.2009 01:00,21.0,,78.0,16.0
Giubiasco,15.09.2009 01:00,27.0,,8.0,24.0
Giubiasco,15.10.2009 01:00,30.0,,,29.0
Giubiasco,15.11.2009 00:00,42.0,,,33.0
Giubiasco,15.12.2009 00:00,36.0,,,41.0
Giubiasco,15.01.2010 00:00,43.0,,,47.0
Giubiasco,15.02.2010 00:00,44.0,,,43.0
Giubiasco,15.03.2010 00:00,35.0,,,30.0
Giubiasco,15.04.2010 01:00,28.0,,14.0,27.0
Giubiasco,15.05.2010 01:00,17.0,,41.0,18.0
Giubiasco,15.06.2010 01:00,23.0,,120.0,18.0
Giubiasco,15.07.2010 01:00,26.0,,203.0,19.0
Giubiasco,15.08.2010 01:00,19.0,,46.0,17.0
Giubiasco,15.09.2010 01:00,22.0,,22.0,
Giubiasco,15.10.2010 01:00,33.0,,,30.0
Giubiasco,15.11.2010 00:00,26.0,,,32.0
Giubiasco,15.12.2010 00:00,27.0,,,38.0
Giubiasco,15.01.2011 00:00,47.0,,,45.0
Giubiasco,15.02.2011 00:00,56.0,,,48.0
Giubiasco,15.03.2011 00:00,41.0,,2.0,36.0
Giubiasco,15.04.2011 01:00,33.0,,64.0,26.0
Giubiasco,15.05.2011 01:00,27.0,,110.0,21.0
Giubiasco,15.06.2011 01:00,21.0,,54.0,18.0
Giubiasco,15.07.2011 01:00,18.0,,54.0,17.0
Giubiasco,15.08.2011 01:00,26.0,,56.0,19.0
Giubiasco,15.09.2011 01:00,29.0,,16.0,23.0
Giubiasco,15.10.2011 01:00,31.0,,4.0,26.0
Giubiasco,15.11.2011 00:00,43.0,,,39.0
Giubiasco,15.12.2011 00:00,33.0,,,35.0
Giubiasco,15.01.2012 00:00,39.0,,,38.0
Giubiasco,15.02.2012 00:00,54.0,,,44.0
Giubiasco,15.03.2012 00:00,45.0,,1.0,33.0
Giubiasco,15.04.2012 01:00,27.0,,8.0,25.0
Giubiasco,15.05.2012 01:00,29.0,,59.0,22.0
Giubiasco,15.06.2012 01:00,27.0,,92.0,19.0
Giubiasco,15.07.2012 01:00,,,36.0,
Giubiasco,15.08.2012 01:00,18.0,,107.0,15.0
Giubiasco,15.09.2012 01:00,18.0,,18.0,21.0
Giubiasco,15.10.2012 01:00,23.0,,,26.0
Giubiasco,15.11.2012 00:00,23.0,,,33.0
Giubiasco,15.12.2012 00:00,24.0,,,39.0
Giubiasco,15.01.2013 00:00,29.0,,,38.0
Giubiasco,15.02.2013 00:00,25.0,,,38.0
Giubiasco,15.03.2013 00:00,23.0,,,32.0
Giubiasco,15.04.2013 01:00,22.0,,22.0,28.0
Giubiasco,15.05.2013 01:00,14.0,,,16.0
Giubiasco,15.06.2013 01:00,18.0,,79.0,15.0
Giubiasco,15.07.2013 01:00,22.0,,195.0,20.0
Giubiasco,15.08.2013 01:00,15.0,,97.0,16.0
Giubiasco,15.09.2013 01:00,15.0,,27.0,22.0
Giubiasco,15.10.2013 01:00,18.0,,,24.0
Giubiasco,15.11.2013 00:00,18.0,,,27.0
Giubiasco,15.12.2013 00:00,27.0,,,41.0
Giubiasco,15.01.2014 00:00,21.0,,,39.0
Giubiasco,15.02.2014 00:00,15.0,,,35.0
Giubiasco,15.03.2014 00:00,21.0,,5.0,27.0
Giubiasco,15.04.2014 01:00,19.0,,14.0,23.0
Giubiasco,15.05.2014 01:00,13.0,,37.0,16.0
Giubiasco,15.06.2014 01:00,15.0,,113.0,15.0
Giubiasco,15.07.2014 01:00,14.0,,47.0,17.0
Giubiasco,15.08.2014 01:00,11.0,,11.0,14.0
Giubiasco,15.09.2014 01:00,16.0,,7.0,21.0
Giubiasco,15.10.2014 01:00,18.0,,,25.0
Giubiasco,15.11.2014 00:00,17.0,,,30.0
Giubiasco,15.12.2014 00:00,21.0,,,32.0
Giubiasco,15.01.2015 00:00,22.0,,,38.0
Giubiasco,15.02.2015 00:00,21.0,,,37.0
Giubiasco,15.03.2015 00:00,23.0,,,30.0
Giubiasco,15.04.2015 01:00,17.0,,50.0,20.0
Giubiasco,15.05.2015 01:00,13.0,,62.0,14.0
Giubiasco,15.06.2015 01:00,16.0,,127.0,15.0
Giubiasco,15.07.2015 01:00,25.0,,257.0,18.0
Giubiasco,15.08.2015 01:00,16.0,,122.0,15.0
Giubiasco,15.09.2015 01:00,13.0,,,18.0
Giubiasco,15.10.2015 01:00,18.0,,,26.0
Giubiasco,15.11.2015 00:00,26.0,,,37.0
Giubiasco,15.12.2015 00:00,33.0,,,44.0
Giubiasco,15.01.2016 00:00,25.0,,,34.0
Giubiasco,15.02.2016 00:00,19.0,,,31.0
Giubiasco,15.03.2016 00:00,15.0,,4.0,24.0
Giubiasco,15.04.2016 01:00,17.0,,1.0,20.0
Giubiasco,15.05.2016 01:00,11.0,,57.0,16.0
Giubiasco,15.06.2016 01:00,12.0,,38.0,14.0
Giubiasco,15.07.2016 01:00,16.0,,82.0,14.0
Giubiasco,15.08.2016 01:00,13.0,,71.0,14.0
Giubiasco,15.09.2016 01:00,19.0,,32.0,20.0
Giubiasco,15.10.2016 01:00,17.0,,,25.0
Giubiasco,15.11.2016 00:00,18.0,13.0,,31.0
Giubiasco,15.12.2016 00:00,28.0,20.0,,43.0
Giubiasco,15.01.2017 00:00,34.0,24.0,,41.0
Giubiasco,15.02.2017 00:00,27.0,19.0,,38.0
Giubiasco,15.03.2017 00:00,22.0,12.0,1.0,28.0
Giubiasco,15.04.2017 01:00,15.0,8.0,39.0,19.0
Locarno,15.01.2007 00:00,,,,48.0
Locarno,15.02.2007 00:00,,,,54.0
Locarno,15.03.2007 00:00,,,,39.0
Locarno,15.04.2007 01:00,,,17.0,35.0
Locarno,15.05.2007 01:00,,,14.0,25.0
Locarno,15.06.2007 01:00,,,4.0,20.0
Locarno,15.07.2007 01:00,,,39.0,25.0
Locarno,15.08.2007 01:00,,,11.0,24.0
Locarno,15.09.2007 01:00,,,2.0,28.0
Locarno,15.10.2007 01:00,,,,33.0
Locarno,15.11.2007 00:00,,,,42.0
Locarno,15.12.2007 00:00,,,,50.0
Locarno,15.01.2008 00:00,,,,52.0
Locarno,15.02.2008 00:00,,,,58.0
Locarno,15.03.2008 00:00,,,,34.0
Locarno,15.04.2008 01:00,,,7.0,35.0
Locarno,15.05.2008 01:00,,,33.0,30.0
Locarno,15.06.2008 01:00,,,56.0,25.0
Locarno,15.07.2008 01:00,,,50.0,27.0
Locarno,15.08.2008 01:00,,,32.0,27.0
Locarno,15.09.2008 01:00,,,,28.0
Locarno,15.10.2008 01:00,,,,36.0
Locarno,15.11.2008 00:00,,,,37.0
Locarno,15.12.2008 00:00,,,,49.0
Locarno,15.01.2009 00:00,,,,51.0
Locarno,15.02.2009 00:00,,,,44.0
Locarno,15.03.2009 00:00,,,,33.0
Locarno,15.04.2009 01:00,,,1.0,30.0
Locarno,15.05.2009 01:00,,,26.0,23.0
Locarno,15.06.2009 01:00,,,58.0,20.0
Locarno,15.07.2009 01:00,,,60.0,21.0
Locarno,15.08.2009 01:00,,,29.0,22.0
Locarno,15.09.2009 01:00,,,5.0,25.0
Locarno,15.10.2009 01:00,,,,31.0
Locarno,15.11.2009 00:00,,,,36.0
Locarno,15.12.2009 00:00,,,,46.0
Locarno,15.01.2010 00:00,,,,48.0
Locarno,15.02.2010 00:00,,,,46.0
Locarno,15.03.2010 00:00,,,,36.0
Locarno,15.04.2010 01:00,,,5.0,33.0
Locarno,15.05.2010 01:00,,,16.0,23.0
Locarno,15.06.2010 01:00,,,73.0,22.0
Locarno,15.07.2010 01:00,,,136.0,21.0
Locarno,15.08.2010 01:00,,,22.0,22.0
Locarno,15.09.2010 01:00,,,8.0,26.0
Locarno,15.10.2010 01:00,,,,31.0
Locarno,15.11.2010 00:00,,,,35.0
Locarno,15.12.2010 00:00,,,,43.0
Locarno,15.01.2011 00:00,,,,47.0
Locarno,15.02.2011 00:00,,,,53.0
Locarno,15.03.2011 00:00,,,,38.0
Locarno,15.04.2011 01:00,,,22.0,30.0
Locarno,15.05.2011 01:00,,,61.0,24.0
Locarno,15.06.2011 01:00,,,37.0,20.0
Locarno,15.07.2011 01:00,,,31.0,21.0
Locarno,15.08.2011 01:00,,,38.0,24.0
Locarno,15.09.2011 01:00,,,19.0,27.0
Locarno,15.10.2011 01:00,,,,30.0
Locarno,15.11.2011 00:00,,,,40.0
Locarno,15.12.2011 00:00,,,,43.0
Locarno,15.01.2012 00:00,,,,45.0
